val_mae,val_loss,epoch,step,train_mae,train_loss,test_mae,test_loss
2.8781843185424805,2.8729379177093506,62,1511,,,,
,,63,1511,2.5834553241729736,2.58347487449646,,
2.8909337520599365,2.8856558799743652,63,1535,,,,
,,64,1535,2.5903966426849365,2.5904064178466797,,
2.8803884983062744,2.8751628398895264,64,1559,,,,
,,65,1559,2.587571144104004,2.587576389312744,,
2.877758741378784,2.872514009475708,65,1583,,,,
,,66,1583,2.5868561267852783,2.586884021759033,,
2.881169557571411,2.8758883476257324,66,1607,,,,
,,67,1607,2.586491346359253,2.586488723754883,,
2.8753676414489746,2.870137929916382,67,1631,,,,
,,68,1631,2.583037853240967,2.5829923152923584,,
2.877568244934082,2.872326612472534,68,1655,,,,
,,69,1655,2.5844361782073975,2.5844407081604004,,
2.881775379180908,2.8765158653259277,69,1679,,,,
,,70,1679,2.582982301712036,2.582984685897827,,
2.88010573387146,2.874833345413208,70,1703,,,,
,,71,1703,2.5813522338867188,2.5813517570495605,,
2.8840956687927246,2.878804922103882,71,1727,,,,
,,72,1727,2.584717273712158,2.5846855640411377,,
2.881838798522949,2.87654972076416,72,1751,,,,
,,73,1751,2.5807814598083496,2.5807783603668213,,
2.8901803493499756,2.884850025177002,73,1775,,,,
,,74,1775,2.583446502685547,2.5834505558013916,,
2.881514310836792,2.876237154006958,74,1799,,,,
,,75,1799,2.586350202560425,2.586341619491577,,
2.8839430809020996,2.878676176071167,75,1823,,,,
,,76,1823,2.5834264755249023,2.583422899246216,,
2.8795905113220215,2.8743035793304443,76,1847,,,,
,,77,1847,2.580477714538574,2.5805130004882812,,
2.876828670501709,2.8715696334838867,77,1871,,,,
,,78,1871,2.5838754177093506,2.583897113800049,,
2.878830671310425,2.873582363128662,78,1895,,,,
,,79,1895,2.5822818279266357,2.5822815895080566,,
2.876254081726074,2.8710055351257324,79,1919,,,,
,,80,1919,2.585224151611328,2.5851993560791016,,
2.8901009559631348,2.88472580909729,80,1943,,,,
,,81,1943,2.583113431930542,2.5831050872802734,,
2.877835750579834,2.872565507888794,81,1967,,,,
,,82,1967,2.579659938812256,2.579667568206787,,
2.8759608268737793,2.870718479156494,82,1991,,,,
,,83,1991,2.5812265872955322,2.581273317337036,,
2.876692056655884,2.871429204940796,83,2015,,,,
,,84,2015,2.5765066146850586,2.57653546333313,,
2.8769185543060303,2.8716511726379395,84,2039,,,,
,,85,2039,2.5831964015960693,2.583190679550171,,
2.8897273540496826,2.884375810623169,85,2063,,,,
,,86,2063,2.5830438137054443,2.5830373764038086,,
2.8764872550964355,2.8712570667266846,86,2087,,,,
,,87,2087,2.5759854316711426,2.5759851932525635,,
2.87554669380188,2.8702945709228516,87,2111,,,,
,,88,2111,2.583820343017578,2.5838162899017334,,
2.8778557777404785,2.872576951980591,88,2135,,,,
,,89,2135,2.578035593032837,2.578026056289673,,
2.8780934810638428,2.8728363513946533,89,2159,,,,
,,90,2159,2.58404541015625,2.5840628147125244,,
2.876270055770874,2.871009349822998,90,2183,,,,
,,91,2183,2.5791561603546143,2.5791549682617188,,
2.880129337310791,2.874840021133423,91,2207,,,,
,,92,2207,2.5823142528533936,2.5823354721069336,,
2.8867392539978027,2.881389856338501,92,2231,,,,
,,93,2231,2.5761289596557617,2.5761539936065674,,
2.878228187561035,2.8729403018951416,93,2255,,,,
,,94,2255,2.5797042846679688,2.579688549041748,,
2.8813583850860596,2.8760626316070557,94,2279,,,,
,,95,2279,2.5791923999786377,2.5792019367218018,,
2.8754098415374756,2.8701579570770264,95,2303,,,,
,,96,2303,2.5796310901641846,2.57962965965271,,
2.8766489028930664,2.871387004852295,96,2327,,,,
,,97,2327,2.5786616802215576,2.578674793243408,,
2.8819026947021484,2.8766024112701416,97,2351,,,,
,,98,2351,2.5784175395965576,2.578401565551758,,
2.8847250938415527,2.8794686794281006,98,2375,,,,
,,99,2375,2.5803005695343018,2.5803170204162598,,
2.8835275173187256,2.8782050609588623,99,2399,,,,
,,100,2399,2.579758644104004,2.579751491546631,,
,,100,2400,,,2.6159865856170654,2.6056454181671143
